,X,flag_transaksi_fraud
562,8423.0,0.0
563,10400.0,0.0
564,13447.0,0.0
565,3997.0,1.0
566,2672.0,0.0
567,3051.0,0.0
568,10121.0,0.0
569,2686.0,1.0
570,14365.0,0.0
571,7580.0,0.0
572,8434.0,0.0
573,3865.0,0.0
574,9827.0,0.0
575,11685.0,0.0
576,7370.0,0.0
577,6731.0,0.0
578,6227.0,0.0
579,13187.0,0.0
580,1995.0,0.0
581,6822.0,1.0
582,11273.0,0.0
583,5315.0,0.0
584,4407.0,0.0
585,4265.0,0.0
586,12003.0,1.0
587,11096.0,0.0
588,3038.0,0.0
589,92.0,0.0
590,222.0,0.0
591,11938.0,0.0
592,704.0,0.0
593,3501.0,0.0
594,10593.0,0.0
595,12963.0,0.0
596,12296.0,0.0
597,8017.0,1.0
598,1954.0,0.0
599,7358.0,0.0
600,14939.0,0.0
601,928.0,0.0
602,3819.0,0.0
603,9050.0,0.0
604,5200.0,0.0
605,4807.0,0.0
606,4055.0,0.0
607,1715.0,0.0
608,12423.0,0.0
609,6198.0,0.0
610,3845.0,0.0
611,12646.0,0.0
612,10804.0,0.0
613,1798.0,0.0
614,6715.0,0.0
615,1339.0,0.0
616,13310.0,0.0
617,11191.0,0.0
618,4852.0,0.0
619,11382.0,0.0
620,4280.0,0.0
621,8787.0,0.0
622,14317.0,0.0
623,575.0,0.0
624,14371.0,0.0
625,8344.0,0.0
626,8996.0,0.0
627,14986.0,0.0
628,5629.0,0.0
629,7732.0,0.0
630,5231.0,0.0
631,14534.0,0.0
632,9098.0,0.0
633,6586.0,0.0
634,6434.0,1.0
635,6074.0,0.0
636,4151.0,0.0
637,926.0,0.0
638,2894.0,0.0
639,10890.0,0.0
640,7125.0,1.0
641,14963.0,0.0
642,3233.0,0.0
643,747.0,0.0
644,14933.0,0.0
645,13333.0,0.0
646,1194.0,0.0
647,14595.0,0.0
648,6336.0,0.0
649,3871.0,0.0
650,3858.0,0.0
651,10369.0,0.0
652,4902.0,0.0
653,6776.0,0.0
654,9114.0,0.0
655,6316.0,0.0
656,14131.0,0.0
657,10216.0,0.0
658,3764.0,0.0
659,5154.0,1.0
660,13579.0,1.0
661,3165.0,0.0
662,9952.0,0.0
663,8189.0,0.0
664,12513.0,0.0
665,1348.0,0.0
666,8951.0,0.0
667,13836.0,0.0
668,12025.0,0.0
669,8442.0,0.0
670,3460.0,0.0
671,1960.0,0.0
672,559.0,1.0
673,12300.0,0.0
674,12639.0,0.0
675,10902.0,0.0
676,958.0,1.0
677,8701.0,0.0
678,11618.0,0.0
679,5627.0,0.0
680,14405.0,0.0
681,13361.0,0.0
682,10152.0,0.0
683,13134.0,0.0
684,6341.0,0.0
685,11241.0,0.0
686,13095.0,0.0
687,13731.0,0.0
688,3666.0,1.0
689,630.0,0.0
690,9275.0,0.0
691,14952.0,0.0
692,12734.0,0.0
693,2979.0,0.0
694,11300.0,0.0
695,8476.0,0.0
696,9071.0,0.0
697,11650.0,0.0
698,3050.0,0.0
699,12657.0,0.0
700,6107.0,0.0
701,406.0,0.0
702,13276.0,0.0
703,10926.0,0.0
704,5965.0,0.0
705,13429.0,0.0
706,11850.0,0.0
707,1860.0,0.0
708,10627.0,0.0
709,12453.0,0.0
710,6109.0,0.0
711,11641.0,0.0
712,3037.0,1.0
713,11569.0,0.0
714,9358.0,0.0
715,4218.0,0.0
716,3858.0,0.0
717,1383.0,0.0
718,12022.0,1.0
719,3578.0,0.0
720,12752.0,0.0
721,7370.0,0.0
722,13500.0,0.0
723,1805.0,0.0
724,2321.0,1.0
725,4929.0,0.0
726,7551.0,0.0
727,9369.0,0.0
728,575.0,0.0
729,904.0,0.0
730,1075.0,0.0
731,10120.0,0.0
732,9142.0,0.0
733,12633.0,0.0
734,4277.0,0.0
735,6319.0,0.0
736,7246.0,0.0
737,12916.0,0.0
738,7301.0,0.0
739,9751.0,0.0
740,3570.0,0.0
741,1246.0,0.0
742,12448.0,0.0
743,4078.0,0.0
744,12584.0,0.0
745,11117.0,0.0
746,9207.0,0.0
747,231.0,0.0
748,14604.0,0.0
749,11052.0,0.0
750,2190.0,0.0
751,12295.0,0.0
752,7659.0,0.0
753,449.0,0.0
754,7734.0,0.0
755,11675.0,0.0
756,14442.0,0.0
757,14163.0,0.0
758,8318.0,0.0
759,4827.0,0.0
760,11951.0,0.0
761,10682.0,0.0
762,4203.0,0.0
763,6491.0,0.0
764,2596.0,0.0
765,5513.0,0.0
766,10923.0,0.0
767,10143.0,0.0
768,7035.0,0.0
769,1157.0,0.0
770,6091.0,0.0
771,12205.0,0.0
772,14512.0,0.0
773,2457.0,0.0
774,6413.0,0.0
775,8758.0,0.0
776,14262.0,0.0
777,7149.0,0.0
778,14242.0,0.0
779,14657.0,0.0
780,13706.0,0.0
781,9294.0,0.0
782,13063.0,0.0
783,5793.0,0.0
784,5641.0,0.0
785,5692.0,0.0
786,1879.0,0.0
787,12770.0,0.0
788,14909.0,0.0
789,6810.0,0.0
790,5607.0,0.0
791,5981.0,0.0
792,4459.0,0.0
793,11546.0,0.0
794,4803.0,0.0
795,5545.0,0.0
796,3808.0,0.0
797,8944.0,0.0
798,11202.0,0.0
799,2576.0,0.0
800,1973.0,0.0
801,8594.0,0.0
802,5734.0,0.0
803,14610.0,0.0
804,9170.0,0.0
805,5524.0,0.0
806,8610.0,0.0
807,6165.0,0.0
808,2716.0,0.0
809,7139.0,0.0
810,1830.0,0.0
811,12412.0,0.0
812,3435.0,0.0
813,7168.0,0.0
814,8847.0,0.0
815,11896.0,0.0
816,11832.0,0.0
817,4333.0,0.0
818,13206.0,0.0
819,12572.0,0.0
820,8709.0,0.0
821,9422.0,0.0
822,14186.0,0.0
823,12258.0,0.0
824,1944.0,0.0
825,4068.0,0.0
826,10076.0,0.0
827,9240.0,0.0
828,2718.0,1.0
829,5971.0,0.0
830,7070.0,0.0
831,11207.0,0.0
832,699.0,1.0
833,8663.0,0.0
834,14940.0,0.0
835,14769.0,0.0
836,5577.0,0.0
837,5176.0,0.0
838,745.0,0.0
839,7891.0,0.0
840,13132.0,0.0
841,12522.0,0.0
842,13165.0,1.0
843,10001.0,0.0
844,14812.0,0.0
845,7641.0,0.0
846,12434.0,0.0
847,881.0,0.0
848,4172.0,0.0
849,2886.0,0.0
850,943.0,0.0
851,1556.0,0.0
852,2381.0,0.0
853,12381.0,0.0
854,8111.0,0.0
855,3373.0,0.0
856,6324.0,0.0
857,4560.0,0.0
858,9484.0,0.0
859,7767.0,0.0
860,12596.0,0.0
861,7289.0,0.0
862,13913.0,0.0
863,12034.0,0.0
864,12583.0,0.0
865,6113.0,0.0
866,440.0,0.0
867,13868.0,0.0
868,1280.0,0.0
869,7229.0,0.0
870,2800.0,0.0
871,8327.0,0.0
872,6848.0,0.0
873,9944.0,0.0
874,3132.0,0.0
875,9420.0,0.0
876,12725.0,0.0
877,14406.0,0.0
878,11560.0,0.0
879,13738.0,0.0
880,13284.0,0.0
881,10571.0,1.0
882,5669.0,0.0
883,3240.0,0.0
884,2862.0,0.0
885,5940.0,0.0
886,3958.0,0.0
887,5901.0,0.0
888,8808.0,0.0
889,14233.0,0.0
890,8121.0,0.0
891,11816.0,0.0
892,14360.0,0.0
893,8868.0,0.0
894,13700.0,0.0
895,134.0,1.0
896,9398.0,0.0
897,13859.0,0.0
898,596.0,0.0
899,600.0,0.0
900,8676.0,0.0
901,3984.0,0.0
902,13046.0,0.0
903,3453.0,0.0
904,1869.0,0.0
905,3564.0,1.0
906,8787.0,0.0
907,9998.0,0.0
908,1596.0,0.0
909,3997.0,0.0
910,4266.0,0.0
911,2252.0,0.0
912,1482.0,0.0
913,3078.0,0.0
914,10188.0,0.0
915,6490.0,0.0
916,1825.0,0.0
917,380.0,0.0
918,1937.0,0.0
919,6203.0,0.0
920,4317.0,0.0
921,13114.0,0.0
922,10873.0,0.0
923,10809.0,0.0
924,14878.0,1.0
925,7768.0,0.0
926,4889.0,0.0
927,13182.0,0.0
928,14743.0,0.0
929,5626.0,0.0
930,3426.0,0.0
931,13142.0,1.0
932,10785.0,0.0
933,1498.0,0.0
934,6219.0,0.0
935,3705.0,0.0
936,12162.0,0.0
937,6454.0,0.0
938,6895.0,0.0
939,12377.0,0.0
940,10225.0,0.0
941,7724.0,1.0
942,1657.0,0.0
943,235.0,0.0
944,9127.0,0.0
945,14461.0,0.0
946,7857.0,0.0
947,12734.0,0.0
948,13533.0,0.0
949,9957.0,0.0
950,12462.0,0.0
951,7672.0,1.0
952,691.0,0.0
953,14487.0,0.0
954,4659.0,0.0
955,12893.0,0.0
956,2580.0,0.0
957,14575.0,0.0
958,5768.0,0.0
959,5409.0,0.0
960,10445.0,0.0
961,14569.0,0.0
962,14663.0,0.0
963,12212.0,1.0
964,7873.0,0.0
965,10369.0,0.0
966,13684.0,0.0
967,10934.0,0.0
968,13300.0,0.0
969,5509.0,0.0
970,596.0,0.0
971,12683.0,0.0
972,10070.0,0.0
973,6387.0,0.0
974,14325.0,0.0
975,8439.0,0.0
976,2389.0,1.0
977,6754.0,0.0
978,2671.0,0.0
979,4172.0,0.0
980,11511.0,0.0
981,1592.0,0.0
982,138.0,0.0
983,20.0,0.0
984,11032.0,0.0
985,14234.0,0.0
986,10203.0,0.0
987,10380.0,0.0
988,6440.0,0.0
989,14926.0,0.0
990,3292.0,0.0
991,5594.0,0.0
992,1008.0,0.0
993,1781.0,0.0
994,2908.0,0.0
995,6794.0,0.0
996,2434.0,0.0
997,5991.0,0.0
998,1377.0,0.0
999,1158.0,0.0
1000,4047.0,0.0
1001,10950.0,1.0
1002,5655.0,0.0
1003,11579.0,0.0
1004,9626.0,0.0
1005,278.0,0.0
1006,8643.0,0.0
1007,12760.0,0.0
1008,10552.0,0.0
1009,10755.0,0.0
1010,9724.0,0.0
1011,11030.0,0.0
1012,4765.0,0.0
1013,13575.0,0.0
1014,5359.0,0.0
1015,14699.0,0.0
1016,3882.0,0.0
1017,9282.0,0.0
1018,3344.0,0.0
1019,7840.0,0.0
1020,7354.0,0.0
1021,5804.0,0.0
1022,4308.0,0.0
1023,6074.0,0.0
1024,9598.0,0.0
1025,12872.0,0.0
1026,9422.0,0.0
1027,11326.0,0.0
1028,1985.0,0.0
1029,13933.0,0.0
1030,4227.0,0.0
1031,8850.0,0.0
1032,9014.0,0.0
1033,14542.0,0.0
1034,11342.0,0.0
1035,2499.0,0.0
1036,7785.0,0.0
1037,2013.0,0.0
1038,5944.0,0.0
1039,2274.0,0.0
1040,7675.0,0.0
1041,4051.0,0.0
1042,12868.0,0.0
1043,7705.0,0.0
1044,3023.0,0.0
1045,8823.0,0.0
1046,8063.0,0.0
1047,4779.0,1.0
1048,2026.0,0.0
1049,858.0,0.0
1050,472.0,0.0
1051,8827.0,0.0
1052,13525.0,0.0
1053,463.0,0.0
1054,5852.0,0.0
1055,5237.0,0.0
1056,4114.0,0.0
1057,13873.0,0.0
1058,13003.0,0.0
1059,6590.0,0.0
1060,6784.0,0.0
1061,2287.0,0.0
1062,8257.0,0.0
1063,12844.0,0.0
1064,777.0,0.0
1065,2580.0,0.0
1066,10043.0,0.0
1067,1787.0,0.0
1068,12326.0,0.0
1069,1326.0,0.0
1070,4246.0,1.0
1071,5702.0,0.0
1072,7544.0,0.0
1073,10568.0,0.0
1074,2591.0,0.0
1075,5286.0,0.0
1076,10975.0,0.0
1077,11198.0,0.0
1078,13278.0,0.0
1079,2340.0,0.0
1080,11201.0,0.0
1081,8518.0,0.0
1082,11875.0,0.0
1083,11325.0,0.0
1084,558.0,0.0
1085,13257.0,0.0
1086,14580.0,0.0
1087,11418.0,0.0
1088,14911.0,0.0
1089,1877.0,0.0
1090,312.0,0.0
1091,1516.0,0.0
1092,2329.0,0.0
1093,13423.0,0.0
1094,6684.0,0.0
1095,5810.0,0.0
1096,14957.0,0.0
1097,2363.0,0.0
1098,7833.0,1.0
1099,638.0,0.0
1100,8255.0,0.0
1101,8802.0,0.0
1102,911.0,0.0
1103,14455.0,0.0
1104,6388.0,0.0
1105,14882.0,0.0
1106,6585.0,1.0
1107,14599.0,0.0
1108,14768.0,0.0
1109,7033.0,0.0
1110,13382.0,0.0
1111,6530.0,0.0
1112,12419.0,0.0
1113,5098.0,0.0
1114,3091.0,0.0
1115,5385.0,0.0
1116,14952.0,0.0
1117,6522.0,0.0
1118,10358.0,0.0
1119,10127.0,0.0
1120,9324.0,0.0
1121,802.0,0.0
1122,928.0,0.0
1123,2492.0,1.0
1124,1841.0,0.0
1125,8138.0,0.0
1126,576.0,0.0
1127,5808.0,1.0
1128,14347.0,0.0
1129,3201.0,0.0
1130,9971.0,0.0
1131,11622.0,0.0
1132,11254.0,0.0
1133,2474.0,0.0
1134,11203.0,0.0
1135,11871.0,0.0
1136,8371.0,0.0
1137,12460.0,0.0
1138,5260.0,0.0
1139,10274.0,0.0
1140,5131.0,0.0
1141,13371.0,0.0
1142,3091.0,0.0
1143,2849.0,0.0
1144,14842.0,0.0
1145,2736.0,0.0
1146,11107.0,0.0
1147,2204.0,0.0
1148,1473.0,0.0
1149,4040.0,0.0
1150,13904.0,0.0
1151,12505.0,0.0
1152,3794.0,0.0
1153,10370.0,0.0
1154,4753.0,0.0
1155,5765.0,0.0
1156,8926.0,0.0
1157,12585.0,0.0
1158,3340.0,1.0
1159,10802.0,0.0
1160,12210.0,0.0
1161,2602.0,1.0
1162,5141.0,0.0
1163,5842.0,0.0
1164,5336.0,0.0
1165,11293.0,0.0
1166,11514.0,1.0
1167,8600.0,0.0
1168,9251.0,0.0
1169,4768.0,0.0
1170,9900.0,0.0
1171,12088.0,0.0
1172,1693.0,0.0
1173,14741.0,0.0
1174,14789.0,1.0
1175,4285.0,0.0
1176,13109.0,0.0
1177,11100.0,0.0
1178,7199.0,0.0
1179,6333.0,0.0
1180,4972.0,0.0
1181,4052.0,0.0
1182,10464.0,0.0
1183,9022.0,0.0
1184,7126.0,1.0
1185,13180.0,0.0
1186,3748.0,0.0
1187,10821.0,0.0
1188,7155.0,0.0
1189,12606.0,0.0
1190,1901.0,0.0
1191,14871.0,0.0
1192,7907.0,1.0
1193,11130.0,0.0
1194,5418.0,0.0
1195,5005.0,0.0
1196,2825.0,0.0
1197,8140.0,0.0
1198,2137.0,0.0
1199,8731.0,0.0
1200,863.0,1.0
1201,11575.0,0.0
1202,8976.0,0.0
1203,11010.0,0.0
1204,6535.0,0.0
1205,4723.0,0.0
1206,3588.0,0.0
1207,5418.0,0.0
1208,8818.0,0.0
1209,12468.0,0.0
1210,7470.0,0.0
1211,11896.0,0.0
1212,4539.0,0.0
1213,13072.0,0.0
1214,11418.0,0.0
1215,10642.0,0.0
1216,989.0,0.0
1217,4233.0,0.0
1218,4743.0,0.0
1219,1827.0,0.0
1220,11252.0,0.0
1221,14466.0,0.0
1222,1913.0,0.0
1223,14574.0,0.0
1224,14767.0,0.0
1225,14153.0,0.0
1226,10504.0,0.0
1227,9261.0,0.0
1228,330.0,0.0
1229,4554.0,1.0
1230,1924.0,0.0
1231,1600.0,0.0
1232,1720.0,0.0
1233,5976.0,0.0
1234,13621.0,0.0
1235,2331.0,0.0
1236,12752.0,0.0
1237,902.0,0.0
1238,12966.0,0.0
1239,8816.0,0.0
1240,9265.0,0.0
1241,8784.0,0.0
1242,8935.0,0.0
1243,12069.0,0.0
1244,9882.0,1.0
1245,356.0,0.0
1246,6597.0,1.0
1247,10826.0,0.0
1248,13249.0,0.0
1249,9887.0,0.0
1250,605.0,1.0
1251,195.0,1.0
1252,12563.0,0.0
1253,3176.0,0.0
